0,0
-0.00994828,0.00101572
-0.0197921,0.00277617
-0.0296578,0.00440978
-0.039574,0.00570103
-0.0494719,0.00712643
-0.0592971,0.00898831
-0.0691272,0.0108235
-0.078931,0.0127949
-0.088657,0.0151198
-0.0985247,0.0167409
-0.10846,0.0178792
-0.118369,0.0192255
-0.128238,0.0208383
-0.138174,0.0219676
-0.148169,0.0222808
-0.158077,0.0209291
-0.168075,0.0207457
-0.178068,0.0211415
-0.187943,0.0227173
-0.197764,0.0246006
-0.207589,0.026464
-0.217097,0.0295622
-0.226213,0.0336716
-0.235607,0.0370997
-0.244384,0.0418923
-0.253006,0.0469574
-0.261834,0.0516561
-0.26925,0.0583641
-0.277609,0.0638536
-0.286344,0.068721
-0.294745,0.0741447
-0.303624,0.0787455
-0.312795,0.0827315
-0.322181,0.0861826
-0.331336,0.0902062
-0.340118,0.0949892
-0.349077,0.0994306
-0.35832,0.103249
-0.367074,0.108083
-0.3755,0.113467
-0.384242,0.118324
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383906,0.117218
-0.383339,0.107234
-0.383778,0.0972434
-0.384289,0.0872565
-0.383395,0.0772965
-0.383849,0.0673068
-0.383053,0.0573386
-0.382386,0.0473608
-0.38084,0.0374811
-0.380582,0.0274844
-0.37968,0.0175252
-0.379308,0.00753215
-0.380018,-0.0024426
-0.380378,-0.0124361
-0.378928,-0.0223305
-0.376028,-0.0319007
-0.374294,-0.0417493
-0.373483,-0.0517163
-0.373182,-0.0617118
-0.374329,-0.0716458
-0.375384,-0.0815899
-0.375572,-0.0915882
-0.376731,-0.101521
-0.379729,-0.111061
-0.380323,-0.121043
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.379541,-0.118569
-0.384723,-0.110016
-0.389626,-0.1013
-0.395065,-0.0929087
-0.400087,-0.0842616
-0.405181,-0.0756561
-0.411141,-0.0676267
-0.418357,-0.0607032
-0.426344,-0.0546856
-0.43479,-0.0493313
-0.442827,-0.0433813
-0.451049,-0.0376888
-0.459018,-0.0316486
-0.466312,-0.0248071
-0.473195,-0.0175532
-0.479553,-0.00983463
-0.485752,-0.0019877
-0.492737,0.00516843
-0.499615,0.0124272
-0.50639,0.019782
-0.513034,0.0272559
-0.520734,0.0336365
-0.529341,0.0387277
-0.538076,0.0435963
-0.546434,0.0490868
-0.555802,0.0525851
-0.565159,0.0561142
-0.575003,0.0578725
-0.584911,0.0592275
-0.594854,0.0602855
-0.60464,0.0623466
-0.614588,0.0633595
-0.624261,0.0658978
-0.63341,0.0699351
-0.642329,0.0744557
-0.651481,0.0784858
-0.660364,0.0830795
-0.668662,0.08866
-0.677278,0.0937352
-0.684925,0.10018
-0.692381,0.106844
-0.700544,0.11262
-0.709348,0.117362
-0.71852,0.121347
-0.727461,0.125824
-0.736635,0.129804
-0.746379,0.132055
-0.756182,0.134027
-0.765494,0.137673
-0.774678,0.14163
-0.783823,0.145675
-0.792958,0.149743
-0.801842,0.154333
-0.810615,0.159133
-0.81836,0.16546
-0.826143,0.171738
-0.834842,0.176671
-0.844048,0.180576
-0.852626,0.185716
-0.860572,0.191787
-0.868716,0.19759
-0.876676,0.203643
-0.885607,0.208142
-0.877401,0.202427
-0.869626,0.196139
-0.861787,0.189929
-0.85329,0.184656
-0.844255,0.18037
-0.835106,0.176334
-0.825801,0.172671
-0.816875,0.168162
-0.808031,0.163496
-0.799334,0.158559
-0.790426,0.154016
-0.782635,0.147746
-0.774225,0.142337
-0.766224,0.136338
-0.758674,0.12978
-0.750692,0.123757
-0.743501,0.116808
-0.736958,0.109245
-0.729235,0.102892
-0.721799,0.0962065
-0.714076,0.0898535
-0.70766,0.0821835
-0.701884,0.0740205
-0.696399,0.0656585
-0.692102,0.0566289
-0.686517,0.0483342
-0.681593,0.0396301
-0.677283,0.0306069
-0.673433,0.0213777
-0.670475,0.0118251
-0.668566,0.00200911
-0.666808,-0.00783523
-0.665365,-0.0177305
-0.66343,-0.0275415
-0.660063,-0.0369576
-0.656227,-0.0461928
-0.653184,-0.0557187
-0.649666,-0.0650793
-0.648045,-0.074947
-0.647113,-0.0849035
-0.646619,-0.0948913
-0.638355,-0.0892598
-0.629143,-0.0853692
-0.620093,-0.0811148
-0.61144,-0.0761026
-0.602858,-0.0709689
-0.593601,-0.0671877
-0.584192,-0.0637991
-0.574991,-0.0598816
-0.565073,-0.0586108
-0.555229,-0.0568506
-0.545309,-0.0555821
-0.53531,-0.0557235
-0.525311,-0.0558163
-0.515334,-0.056489
-0.505334,-0.0565138
-0.495372,-0.0556387
-0.485436,-0.0545107
-0.475442,-0.0548579
-0.465524,-0.0561383
-0.455526,-0.0563425
-0.44578,-0.0541025
-0.435899,-0.0525666
-0.425907,-0.0521749
-0.432281,-0.05988
-0.439237,-0.0670642
-0.447327,-0.0729418
-0.454857,-0.0795219
-0.461106,-0.0873291
-0.466875,-0.0954973
-0.471626,-0.104297
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
-0.471392,-0.101024
